dic_gloss,synonyms,sid,FSW
cùng,,332,M525x508S1f840507x493S20500495x497S1f848475x493
cũng,,113,M533x514S19a52468x486S27100493x493
cùng (đã chỉnh sửa),,397,M519x508S1f840501x493S1f848481x493
cười,,470,M518x530S31400482x483S36110492x504S1f502501x506
cúp điện,,471,M572x518S30a00482x483S15750524x458S17750552x469
đá,,484,M572x533S12854511x479S36d00479x467S2df0e512x509S12850549x478
đá banh,đá bóng,485,M570x546S36d00479x455S11854513x471S11850547x471S2e00e515x503
Đà Lạt,,151,M525x545S1f550431x471S1f558395x471S20500420x473S20310510x471S20314475x471S36d00479x456S27102510x492S2711a475x492S2fb04492x539
Đà Lạt (đã chỉnh sửa),,389,M525x545S1f550421x471S1f558395x471S2fb04492x539S20310510x471S20314475x471S36d00479x456S27102510x492S2711a475x492
Đà Nẵng,,152,M540x526S1f550437x498S1f558401x498S20500426x501S15d20521x491S30005482x483S20500512x515
Đà Nẵng (đã chỉnh sửa),,390,M534x526S1f550427x498S1f558401x498S30005482x483S15d20515x499
đặc biệt,,239,M578x522S33b00482x483S15d02495x501S22b06529x506S1f702563x502S20e00535x494
đại bàng,,218,M626x518S33100425x483S10050436x471S2b701439x444S36d00533x481S37706504x503S37701572x481S37709528x481S37706579x503S18510481x497S18518601x497S23108600x478S23114481x478
đại diện,,489,M561x549S15a1a505x537S15a12460x526S15a10521x460S37906486x530S37906465x542S37900527x486S28a09480x482S21400439x530S26507539x459S2f900550x451
đam mê,,479,M564x524S30a00452x489S30000512x489S30346482x476S15721515x466S20600542x484
đàn,,483,M521x552S36d00479x476S15732485x498S37603451x471S15838436x449S23004490x521S20e00496x540
dặn dò,,472,M545x524S10111471x476S25503455x501S10117514x486S25505526x505
đang,,482,M542x523S15d30523x478S15d38459x478S22a04522x508S22a14466x508
đăng ký,đăng kí,491,M525x552S15a30484x525S10710490x448S14040476x502S21400510x522S22a04492x483
đánh,,486,M557x547S20310527x532S30c00482x483S26500528x512S2f700545x517S2f900530x504
đánh giá,,487,M567x578S1f540513x514S1f550543x523S2a300508x542S30e00482x483S34110492x506
đánh vần,,488,M523x521S14c50479x490S26506508x505S22620478x479
đạo diễn,,490,M547x553S14740455x483S14748464x508S21400473x495S22e14523x535S22b04454x448S14740515x484S14748525x509S21400532x495S22e00514x463
đặt cọc,,492,M526x558S15a30494x531S15020487x442S1f850490x513S22b04492x479S20b00475x530S21400511x517
đặt tên,,493,M558x526S10056442x495S10040455x494S26504458x475S20b00475x493S10617525x488S25505539x507
đâu,,64,M526x522S1f610474x512S1f618502x512S2ed10476x484S2ed08507x485S2fb00492x479
đậu (chim),,494,M527x526S1000a473x495S11850494x499S21400512x498S22a04492x474
đâu (đã chỉnh sửa),,68,M533x524S1f550504x477S1f558473x477S2a208510x496S2a210468x496
đậu (dơi),,495,M532x524S10056469x505S11820490x497S22a04492x477S21400517x514
đậu (xe bốn bánh),,497,M511x525S14750497x503S2b700489x476
đậu (xe hai bánh),,496,M511x525S14740497x503S2b700490x476
đầu bếp,,178,M530x518S2ff00482x483S16d40512x463S16d48471x463S22a00515x443S22a10473x443S2fb00493x428
dấu chữ ă,,36,M524x510S19240477x490S28806502x498
dấu chữ â,,35,M510x514S11020491x487
dấu chữ ơ,,37,M514x510S19819487x491
dấu hỏi,,32,M522x519S29f0c503x486S19240479x482
dấu huyền,,31,M521x524S19251479x476S22b05497x500
dấu nặng,,34,M511x523S19240490x477S25504496x501
dấu ngã,,33,M529x510S19240471x491S29906497x494
dấu sắc,,30,M519x519S19251481x492S25507500x482
dạy,,193,M518x518S18520480x476S2ff00482x483S22100486x463
đậy,,498,M528x536S16d48494x516S15750490x485S21400513x500S20a00472x508S22a04495x465
đẻ,,503,M530x542S36d10479x458S15a1c517x496S15a14470x496S22a04517x527S22a14469x527
để dành,,505,M532x524S15b2a483x512S15b02486x494S26a03511x476S21400468x496
đề nghị,,504,M518x534S1475a488x467S14710497x484S21414496x509S26a00491x520S20b00482x487
dễ tính,,246,M526x531S15d01494x474S15d09475x469S25a04497x501S20e00514x507
đem,,499,M546x518S18530500x503S18538455x503S25507527x483S25517482x484
đem,,500,M545x518S18530500x503S18538455x503S25503526x483S25513482x484
đêm,,104,M557x558S15a22503x546S15a26470x546S15a20445x500S15a20545x501S28903511x515S2891b466x514S31900482x483
đếm,,506,M544x523S15730466x487S2243b457x478S17730524x499
đen,,211,M588x518S30b00482x483S10012521x487S26606558x486S20e00564x478
đèn,,59,M538x518S30a00482x483S20350521x478S21d00520x468
đến,,508,M525x517S10c52503x499S28902476x483
đền,,507,M539x537S30c00482x483S10c50522x496S22a04526x522S20e00510x519
đeo (đồng hồ đeo tay),,501,M542x529S20356491x514S37806459x521S15650501x493S21400479x499S28902513x471
đeo (vòng tay),,502,M545x525S20356494x510S37906455x517S1d050503x489S20a00480x491S21400523x509S28802523x476
đẹp,,254,M518x518S33e00482x483S1f502480x471S2e300477x440
đẹp,,255,M538x554S33e00482x483S15a10514x494S22b04512x524S20e00526x529
đẹp,,256,M518x579S30004482x483S1dc01488x516S22b04491x549S20e00505x554
đi,,509,M517x553S10052486x508S10050502x448S2df0d496x529S25500503x482S2f700484x490
đi bộ,,510,M515x536S11950492x475S22610486x464S26600499x506
đi chơi,,511,M551x521S11517524x463S1151f450x463S34000482x483S2e000523x492S2e018456x492
đi công tác,,512,M579x553S20306460x515S20308453x534S22a04461x496S37802473x521S37807421x540S10052523x507S10050538x448S2df0d558x506S20308533x533S37807501x540S25500539x481S20b00443x520S21400479x514
đi dạo,,513,M513x522S11250489x479S2ea3e488x507
đi đến,,515,M543x546S10020527x516S36d00479x534S10050528x455S25500529x489
đi du lịch,,514,M545x553S36d00479x520S15734527x500S15730520x447S26500526x478S2df00521x532
đi lại,,516,M590x524S11050411x496S26500413x476S11054462x478S26504465x509S11050512x495S26500515x476S11054571x477S26504573x506
đi làm,"làm việc, làm",192,M539x533S20300493x518S20300493x468S37806462x524S37806507x474S22b04492x485S20600512x505
đi vắng,,517,M524x520S11050477x493S25607500x480
đi về,,518,M538x518S30007482x483S11a10522x464S26500524x443S10e10523x407
đi về,,519,M536x544S14c03464x504S20500473x533S14c27510x456S25507491x483S2f700507x498
địa điểm,,240,M526x513S10710475x487S10710510x487S22a06494x498
điệu,,522,M535x535S32000482x483S10c10514x513S20600493x520
điều tra,,520,M522x532S30004482x483S1ed32490x483S20600500x521
điều tra,,521,M522x532S30004482x483S1ed42490x483S20600500x521
đính hôn,,523,M528x552S34f00482x483S17700502x506S2e00c507x524
đỏ,,212,M551x550S30000482x483S10010524x487S22b04523x520S20e00539x525
đổ nước,,533,M528x531S16d46508x470S28903476x480S16d21472x511
đoán,,525,M571x518S30007482x483S10011518x488S10611548x455S25507535x482
đoàn kết,,524,M517x520S17952492x480S1793a502x489S20700484x505
đọc,,526,M538x525S15d1f463x476S10e51485x475S23701503x489
độc lập,,226,M550x523S1c502450x477S14c02519x477S22b06484x480S20500459x512S20500531x504
đói,,529,M543x518S36d10479x486S15d32472x490S26606503x495S21100530x482
đòi,,527,M512x534S15d30490x467S26504489x498S1f530488x519
đổi,,534,M538x530S15d31478x480S15d39501x506S21400485x470S26616463x514S26602508x484
đổi,,535,M531x512S10e22470x495S2c300505x489
đội,,541,M518x518S36b00482x482S15254488x446S20700462x467
đối diện,,539,M539x538S10043496x475S10049474x497S26503526x462S26517462x525
đòi hỏi,,528,M530x537S15d30507x464S15d38474x464S1f530506x522S1f538471x522S26504506x498S26514480x498
đối lập,,540,M561x508S1f500501x492S1f508475x492S26606531x492S26612439x492
đổi mới,,536,M578x534S16e20471x488S16e28445x488S2df04475x513S2df1c443x513S26502500x492S26516423x493S16e09543x486S16e01537x496S22a04547x467S20b00565x502S21400539x510
đổi tiền,,537,M574x512S10e22513x495S2c300548x489S1f130454x497S20f00426x495
đổi tiền,,538,M587x542S1f130442x471S20f00414x471S10c10566x458S10c18515x481S2e834569x486S2e84c517x510
dọn dẹp,,473,M544x524S15d40525x477S15d48457x477S26b15469x496S26b03504x496
đóng cửa,,530,M555x529S14700539x472S14708448x472S14720500x472S14728483x472S2df0c534x508S2df14445x507S2d50c515x501S2d514463x501
đóng cửa,,531,M555x529S14700539x472S14708448x472S14720500x472S14728483x472S2df0c534x508S2df14445x507S2d50c515x501S2d514463x501
đồng hồ đeo tay,,86,M530x529S15a57507x471S16d51508x497S37a0b471x482S20600481x485
Đồng Nai,,146,M538x536S11510522x454S11518463x454S25100520x487S25110461x487S2fb04492x530S2ff00482x483
đóng sách,,532,M516x529S15a30500x471S15a38484x471S2a200493x501
Đồng Tháp,,149,M578x566S36d10479x517S22b04526x502S15a52518x483S15a32520x540S20500506x469S20500515x555S2c300552x533S30007482x483
động viên,,543,M543x575S15d30522x521S15d38459x521S2a601511x552S34000482x483S2a601526x552S2a610475x552S2a610461x552
đồng ý,,542,M519x519S20320482x482S37700489x494S22e04502x485
dư,,476,M527x519S14c18473x481S10110491x483S26a02513x492
dữ,,252,M537x529S30c00482x483S34300482x483S10600495x503S20600515x514
dụ dỗ,,475,M536x579S30a00467x483S31900497x483S34f10509x504S1f548488x520S10630503x553S21900507x544S21414521x570
đun,,544,M520x518S14f10488x482S23600481x501
dùng,,474,M528x542S15750510x458S20350472x514S20500474x531S26603490x488
dừng,,477,M524x523S15d3a477x504S15d40494x478S21400509x485
đúng,,71,M517x514S20330483x493S26a02503x487
đứng,,547,M520x529S15d39480x506S11504489x471S21400505x489
đừng,,546,M536x610S30a00482x496S30352494x469S30356496x476S30352494x484S14c20513x536S23706515x571
đúng không,,70,M538x550S20330505x529S26a02524x523S30a00482x483S34400482x483
dừng lại,,478,M542x580S14c20509x520S14c28470x520S26500513x565S26510475x565S2f700530x569S2f700459x570S2f900515x557S2f900477x557S31a00482x483
được,,548,M517x514S20330502x493S26a02483x487
đuổi,,545,M540x532S15d3a461x513S15d31477x505S15d11517x469S25507498x487S21400473x496S20e00503x508
em,,300,M521x520S36d00479x481S14711472x487S20600471x509
em bé,,307,M584x529S15017513x479S1501f461x479S36d00479x471S2c500544x483S2c511417x484S2fc04492x518
ép (người),,549,M544x604S14c52492x525S1f50b480x549S21400529x533S22b23458x569S2f700481x582S2f900447x599S30c00482x483
ép (trái cây),,550,M537x526S20306495x498S14c50495x474S37806463x504S21100480x481S2e008516x497S21400521x477
gạch bỏ,,551,M533x523S15d3a469x477S2f700507x516S26606503x502S20e00509x494S21400467x514S1eb50475x498
gạch dưới,,552,M530x529S15d0a477x472S1eb20471x498S26606500x502S21414480x521
gái,"con gái, nữ",290,M552x519S33010479x483S1d410523x486S20800519x509
gần,,337,M519x514S15a02492x495S15a06482x502S21400500x487
gần (đã chỉnh sửa),,361,M518x520S15a02491x492S15a06482x508S21410500x480
gánh,,553,M556x525S36d00479x521S20310510x497S20318511x476S21414490x503S22f24531x490
gánh (nghĩa bóng),,554,M549x547S36f04473x517S18010519x510S15d59488x524S30e00477x483
gào,,555,M564x534S30a00482x483S34410495x505S15010520x503S15018455x503S25507545x491S25511437x491
gặp,,110,M537x534S10019463x504S10011516x504S22b17490x485S22b01487x485S20e00495x467
ghế,,85,M538x533S20310505x467S20318480x467S26604479x488S26604505x488S2fb04493x527S2f900468x524S2f900523x524S2f700462x494S2f700526x494
ghế (đã chỉnh sửa),,353,M543x535S20310509x466S20314478x466S22b04509x488S22b14477x488S2fb04493x529S2f700458x497S2f700531x497S2f900479x521S2f900512x521
ghen,,556,M520x572S30c00482x483S36110492x505S15002485x528S23600481x555
ghét,,557,M583x527S33100497x483S1d101538x481S20a00533x512S2c601559x489S14c20560x453S30c00468x483S34310478x506
ghi,,558,M535x520S15d3a465x480S1eb50468x501S2930a494x494
ghi nhớ,,559,M581x519S30007434x482S10c10469x486S30007530x484S15a11558x475
gì,,65,M524x530S1ce40502x471S1ce48476x471S2ed1b476x503S2ed03503x503S2fb04492x524
gì,,66,M526x537S1ce40504x475S1ce48474x475S2a204502x509S2a20c475x509S2fb00492x464
gì (đã chỉnh sửa),,377,M526x531S1ce40504x469S1ce48474x469S2a204502x503S2a20c475x503
giã,,560,M537x526S14c3a485x502S20306492x484S37806505x491S20600464x491S21400493x474
giả bộ,giả vờ,561,M540x557S30f00482x483S34f10494x504S17f10525x501S28803501x518S1f510500x542
giả bộ,giả vờ,562,M540x557S30f00482x483S34f10494x504S17f10525x501S28803501x518S1f510500x542
gia đình,,241,M563x513S14711464x489S14719438x489S16d40545x488S16d48515x488S20500456x502S20500534x494
gia đình (đã chỉnh sửa),,393,M523x533S14711502x468S14719478x468S16d40502x513S16d48482x513S22a24494x489
giải bài tập,,563,M533x556S34700482x483S1dc02497x513S26a04506x542
giải lao,chơi,130,M544x528S36d00479x503S14c51517x487S14c59456x487S20500469x517S20500521x517S22130459x479S22130510x479S22130459x473S22130510x473
giải phóng,,564,M548x537S20301490x504S20307491x465S37905503x519S37907457x480S21414493x529S2c405452x510S2c414509x474S26606515x505S26612458x463
giải quyết,,565,M580x530S15d39434x506S1dc31434x476S2c405458x489S15d39545x507S14c51534x482S26607558x470S21400420x491S21400517x483
giải thích,,566,M525x545S14c48475x456S1f740495x475S14c40491x514S22a04496x495S20e00513x497
giảm,,567,M531x574S34700470x483S33b00495x483S14c50497x523S22a04502x559
giảm,,568,M531x574S34700470x483S33b00495x483S14c50497x523S22a04502x559
giám đốc,,203,M537x513S1de12464x491S10710521x487S22a06500x498
giám sát,,569,M545x584S1f502475x527S10e51499x546S2ed02522x567S32401482x483
giận,,576,M523x576S30e00482x483S34110493x506S20301491x529S37802506x544S20600487x553
gian lận,,570,M537x528S14c48464x473S17130486x488S27100481x512S21100524x514S21416509x490
giao (nhiệm vụ),,571,M547x545S36d00479x462S18220519x455S15a57497x470S25504532x476S25514498x498S15a31524x503S15a37496x522
giáo dục,,574,M539x518S2ff00482x483S15328466x467S15320519x468S15520518x417S15528467x417S26a00512x447S26a00461x447
giao lưu,,572,M546x533S1dc31484x468S1dc37490x507S2ea32455x480S2ea16521x518S21400508x484
giao tiếp,,573,M526x539S1f502477x462S1f50a506x496S2ea0e501x524S2ea46474x491
giáo viên,"cô , cô giáo, thầy, thầy giáo",162,M576x528S30007441x483S15a11473x477S20500460x466S2df09482x504S30007523x483S15a1f553x475S20500541x466
giặt,,575,M526x526S1f851489x489S1f837475x505S26a07505x475S21400478x487
giật mình,,577,M518x565S31a00482x483S14c01486x524S20500497x554S34d10497x506
giàu,,323,M521x521S13511457x499S36d00479x480S20600471x488
giấu,,578,M537x570S31500482x483S34310492x506S14719489x526S14711497x550S21414522x559S2e528466x542
giây,,89,M531x517S15a18470x487S10010484x484S2c300505x494
