dic_gloss,synonyms,sid,FSW
boom down & hoist load,,146,M521x516S36d00479x492S1f50e421x492S21812410x485
boom up,,144,M521x512S36d00479x497S1f52e421x488
boom up & lower load,,147,M521x515S36d00479x494S1f52e421x485S21812410x487
"Boston, Massachusetts",,63,M513x521S14720493x479S22f04488x507
Brahmana,Priestly class of Men),239,M530x544S17720504x457S17728475x457S26a00503x476S26a10471x476S15340498x519S15348482x519
brain,,188,M541x518S2ff03482x483S10a11513x482S20600502x468
Bramha-jyoti,,225,M532x529S15a1a469x517S14c02478x495S22b03508x471
breastfeeding,breastfeed,199,M521x520S36d00479x481S1851c491x488S18514463x488S26a00491x506S26a10461x506
"Burbank, California",,66,M526x518S14740475x482S22f04495x504S22b06496x487
C in YMCA,,124,M522x557S36100479x487S36d00479x526S37803429x527S37803492x467S30821483x479S3780b453x527S15a1f417x515S37800519x494S15a12469x464
Calgary (new),,79,M510x531S16d20490x469S27206491x491
Calgary (old),,77,M519x527S37701481x489S37909488x473S12120495x488S20600486x516
California,US State,7,M542x569S30006482x482S19c11511x501S24d04518x534S20500521x489
Catur Varna,,238,M533x562S36d00479x438S1c502501x443S20e00493x468S23004508x480S15a49476x539S15a41479x538S20600503x534
cecilia lutterbach,Cecilia Lutterbach,190,M541x519S18d02459x499S16d10524x497S21100470x481S26606489x502
"Chicago, Illinois",,69,M525x521S16d20475x480S23d04498x487
Ciência,"CIENCIA, ciencia",85,
Colorado,US State,8,M530x519S37806469x507S16d20471x481S15a1a503x507S2490a490x482
Connecticut,US State,9,M533x522S16d20467x502S17620489x506S11920505x495S26706491x478
"Copenhagen, Denmark",,244,M518x518S30000482x483S15322488x467S22a00494x449
crossed fingers,,132,M508x515S11a20493x485
day,,113,M556x530S15d02490x507S15d0a483x511S28909507x478S28911466x478S15d00537x470S15d08444x470
day,,180,M527x534S15a1a499x522S37706474x527S10000512x467S28903474x485S37700519x497S20500476x514
December,,166,M523x557S15a18479x443S10012491x452S20e00508x469S22a04508x483S10058477x509S10e50508x509S22a04509x542S22a14478x542
Delaware,US State,10,M534x522S10120467x492S14a20487x507S1dc20506x492S26500520x478
"Detroit, Michigan",,67,M525x526S10120476x474S23d04498x492
DEUS,Deus,142,M545x556S30a00482x483S10000529x483S24e0c524x517S2f900530x551
Deus,Deus-ceu,141,M547x518S32107482x483S10120531x488S22a00530x462
Dharma,Duty,209,M521x519S36d00479x495S11501473x482S11509456x484S20500472x508
diversity,,183,M543x533S10011502x496S10019476x503S2451f458x473S2453b462x490S24507517x467S24537513x484S2fc00491x480
"Dr. William C. Stokoe, Jr.",,58,M527x517S2ff00482x482S15411503x471S22a00509x452
Edmonton,,76,M508x535S14a20492x520S26500493x500S10120492x465
emergency stop,,152,M589x518S2ff20476x483S15a52411x495S2d811410x464S2d811428x464S15a5a561x495S2d809537x464S2d809555x464S37600488x457S15a51471x439S15a59506x439
extend boom,,154,M524x514S1f530500x499S1f538476x499S20610483x486
eyelid pull,,130,M532x550S31410482x483S10001507x502S2fa00521x504S22a04512x535
father-si,pai-si,160,M525x518S31100482x483S14c18502x471S20600482x467
finger gun,,129,M512x515S1dc40488x485
finger heart,,128,M511x515S1f237490x485
Florianopolis,,72,M561x542S11e11503x470S11e19475x469S20500498x459S28905502x499S2891d470x499S13f10532x527S13f18439x525S2fb04494x528
Florida,US State,11,M533x521S1ce20466x491S1f720513x506S1dc20486x491S26606491x478
France,,194,M548x533S2ff00482x483S1ce20526x476S2df02527x509
friend,,195,M527x532S10012497x480S10016473x469S1001e497x506S1001a473x517
Georgia,US State,12,M536x516S1dc02464x492S1f720516x500S2df08495x484
Goloka,,223,M532x547S14430499x515S14438473x516S2ad00519x489S2ad11468x490S14420498x454S14428475x455
Good-Afertnoon-SI,good-afertoon-si,157,M534x646S30004482x483S15d01499x520S26500520x504S15a50509x573S22b04507x607S2f900510x641
Good-day-SI,Bom-dia-SI,156,M550x627S30004482x483S15d01496x520S26500520x509S15d02501x608S15d0a482x608S20e00500x601S28b09514x569S28b11463x569
Good-Night-SI,good-night-si,158,M562x638S30004482x483S15d01499x521S26500519x507S15d00543x571S15d08434x571S28b03501x589S28b1b459x589S20e00491x626
Great Britain,,59,AS14c50S14c58S22f04S22f14M533x525S14c50509x475S14c58468x475S22f04508x511S22f14467x511
Guna,,204,M518x565S36a00482x477S18600500x529S2c304473x541
Guru,,210,M518x544S10020503x457S20310483x509S22a04483x529
happy,,106,M533x522S20e00507x491S22f07512x478S15d0a469x503S20e00482x491S22f11468x478S15d02505x503S2fb00493x478
happy,,179,M554x561S33e00482x483S15a01511x526S15a0a481x549S20e00527x521S22f07533x507S20e00486x535S22f10458x533
Happy Birthday,,107,
Happy International Women's Day!,,115,
Hawaii,US State,13,AS11501S2e405S33100M537x549S33100482x482S11501512x515S2e405485x520
hoist load,,149,M518x518S2ff00482x483S10028440x486S2eb12436x468
"Honolulu, Hawaii",,55,AS11502S26a04M517x516S11502482x483S26a04490x502
hour,,121,M524x527S15a18477x480S10000489x474S22a02489x507S10020509x474S2ef00506x507
human,,101,M549x532S36d00479x477S36d00480x528S20500479x483S20500511x483S20500479x515S20500511x515S22a04509x497S22a14478x497S18041524x469S18049451x469S2fb04493x514
human,,187,M512x530S1ec47489x471S22b04494x500
human rights,,103,
Idaho,US State,14,M523x529S15a1a488x517S11812496x501S2e802478x471S22a04483x487S20500485x504
Illinois,US State,15,M515x538S19210485x519S19c10486x461S26a00488x502S2f900493x495
important,,104,M526x588S1ce20501x558S1ce28479x558S28900511x530S28918476x530S20500495x522S30f00482x483S2fb04493x543
Indiana,US State,16,M534x527S19220465x498S11950491x501S10120518x487S22a04497x484S2f700497x473
international,,110,M541x526S11521502x474S11529472x474S2460a502x502S24612460x502
International Day of Persons with Disabilities,,182,
International Sign,,116,
International Women's Day,,114,
international-signs,sinais-internacionais,163,M541x527S11529472x474S11521502x474S2460a502x503S24612460x503
Iowa,US State,17,M543x519S19220457x489S18720481x480S26506503x494S1f720523x493S2f710505x512
Isvara,,208,M570x600S34d00482x483S19a20542x499S19a08515x504S1ea47526x551S1ea49498x532S27107510x574S27113475x544
Japa,Chanting,221,M513x524S18310489x501S37b01508x490S20e00488x512S2f300489x477
jnana yoga,,245,M526x563S20359476x452S17e10494x448S22200493x438S20359474x510S18131495x513S2c300500x540S20500485x496
July,,196,M525x525S22a14476x510S22a04506x510S14c50501x476S10e58475x477
Jyoti,,226,M571x564S33b00481x445S19a20543x457S19a08516x464S2ff00483x521S14c21518x511S14c29460x509S28814458x542S2880c535x540S32110491x529
Kala,Time,212,M531x527S20357502x474S10051501x496S3790b469x488S20500489x480
Kansas,US State,18,M546x518S14020455x488S1f720486x503S11920507x492S26507530x489S2f900535x482
Karma,"Action, Ação",202,M521x521S37907480x495S15a41486x485S20e00504x480S26505508x508
Kazakhstan,Kazakh,117,M542x531S31200482x483S1a012513x483S20500495x520S22a04528x501
Kentucky,US State,19,M517x534S14020483x465S19a20489x514S22a04496x500
Krishna,"Deus, God",207,M570x524S34d00482x483S19a20542x499S19a08515x504
Ksatriya,Warrior class of men,240,M516x555S20310498x446S20318491x464S25524496x488S15340501x530S15348484x530
"La Jolla, California",,62,M544x587S30006482x483S19c11511x502S25104520x534S2e234518x434S19a10516x567S19c11505x404
Leduc,,80,M514x533S1dc20487x503S25500501x491S16d20497x467
Louisiana,US State,20,M532x520S1dc20468x490S1f720498x505S26706490x480
lower load,,150,M521x537S36d00479x464S36d00479x509S1000c441x488S2eb42438x521
M in YMCA,,123,M547x526S35300482x483S36d00479x522S37803517x471S3780b453x471S3780b517x495S37803453x495S15a13500x461S15a1b477x461
Maha-mantra,,222,M549x625S30007482x483S10011517x488S20500507x473S15701507x532S15709465x533S2c300523x559S2c311465x558S15a40534x596S15a48450x598S26606498x603S26612467x603
Maine,US State,21,M530x515S22a00502x485S22a00517x485S20f00504x503S1ce52469x486
Malta,(In Europe),75,
MARIA CECILIA LUTTERBACH LOBATO,Maria Cecilia Lutterbach Lobato,242,M534x519S18d02467x482S16d10517x481S20e00473x502S26606491x503
Marti,Daity,219,M541x549S2ff00482x483S11501516x483S11509459x485S29a04526x514S29a1c456x513
Maryland,US State,22,M531x520S18d20468x495S10120495x490S26507516x490S2f900520x481
Massachusetts,US State,23,M550x522S18d20450x497S1f720476x507S20320503x507S26706508x491S2f710537x479
Maya,Illusion,205,M544x529S30007482x483S35210488x502S15a01515x477S2e500521x502
Michigan,US State,24,M526x552S18d10484x527S19210482x500S16d10486x472S11502473x449S26700510x475
Minas Gerais,mineiro,73,M546x540S36a00482x477S10021512x519S26a00519x487S20f00520x505
Minnesota,US State,25,M541x529S18d20459x504S19220486x510S11920514x503S26504488x488S26a00514x483S2f710520x471
Mississippi,US State,26,M550x522S18d20450x497S2f710537x479S20320503x507S26706508x491S19220477x503
Missouri,US State,27,M527x520S18d00473x495S17620511x504S2df08494x480
moçambique,mozambique,126,M529x541S20500472x494S10a10501x515S10a18486x514S20500519x496S30004482x483S30002482x483S30006482x483
Moksa,Liberation,206,M556x538S36d00479x492S14401501x503S14c01529x463S2c300530x496S14409460x506S16001511x513S16009456x515S2c310440x495S14c09448x462
Monday,,189,M528x515S10021472x494S2890a499x486
Montana,,28,M541x530S18d28473x471S18d20505x471S23c04518x502S23c1c459x503S2fb04493x523
Montana,US State,29,M541x530S18d28473x471S18d20505x471S23c04518x502S23c1c459x503S2fb04493x523
month-si,mês-si,165,M523x523S15a18477x477S10012492x486S20e00491x493S22e04506x505
mother-si,mãe-si,159,M524x531S30004482x483S20600480x520S14c18501x495
must,,100,M518x582S30a00482x488S30154495x477S10040503x525S22a04504x558S2f700505x575
Muzz dance,,241,
Myanmar,,97,M514x522S15a10501x495S15a18489x495S26a20487x478
name,"nomo, Name, Nomo",191,M518x517S11502482x484S26606488x501
Narayana,,224,M527x531S15a1a474x503S14420480x469S2c700504x502
Nebraska,US State,30,M528x513S11920472x487S14a20496x498S14720514x491
Nevada,US State,31,M531x531S11920468x487S10e20516x483S14a20495x498S26504496x516S2f710516x469
New Hampshire,US State,32,M527x513S11502497x498S11920472x487
New Jersey,US State,33,M525x528S11920475x471S19220504x478S2a20c498x500
New Mexico,US State,34,M520x513S11920480x487S18d20500x488
New York,US State,35,M532x518S15a3a472x506S19a50468x491S26a07511x482S20e00500x496
North Carolina,US State,36,M523x513S11920478x487S16d20506x493
North Dakota,US State,37,M521x515S11920479x489S10120505x485
obrigada,,91,M521x582S31400481x483S33e00481x483S26500490x541S26510490x457S20500504x473S20500485x558S15d01498x559S15d09480x477S36d00479x528
obrigada,gracia,92,M521x582S31400481x483S33e00481x483S26500490x541S26510490x457S20500504x473S20500485x558S15d01498x559S15d09480x477S36d00479x528
Ohio,US State,38,M548x510S17620451x494S17620532x493S11502472x494S19220508x490
OK,,131,M511x515S1ce10489x485
Oklahoma,US State,39,M550x515S17620449x499S14020469x485S1f720530x500S1dc20501x485
Olympic Games,,192,M565x524S1ce10500x476S1ce48478x476S20a00491x509S2c500525x484S2c511435x484S22a06529x510S22a06547x510S22a12456x510S22a12438x510
Oregon,US State,40,M545x523S36d00479x501S17600529x507S2b700523x476
Paramatma,Supersoul,213,M521x532S36d00479x468S1ce10482x479S10028470x481S26500473x517
Paris,,193,M531x530S11511500x471S11519475x471S28a0f501x501S28a17469x501
patient,,94,M541x548S30004482x483S1f502494x524S22f04515x532S20f00515x515
peace,"peaceful, peacefully",98,M531x515S10e20516x485S10e28470x485
Pennsylvania,US State,41,M547x521S14021454x497S14a20489x502S11920505x491S26507531x487S2f900536x478
people,,186,M541x532S1ec47508x469S1ec4f469x469S23604502x498S23610459x498S26606508x516S26616466x516
person with disability,,178,M532x557S15a19496x443S3770b479x461S15a11485x466S37b13503x484S20e00509x470S22a05519x479S15a11481x503S22a13468x539S37703499x521S20e00479x530S15a19492x526S37b1b484x544
"Philadelphia, Pennsylvania",,68,M532x521S14051469x479S23d04505x487
"Pittsburgh, Pennsylvania",,70,M529x528S22f04504x514S36d00479x472S1ce02494x480S20e00510x500
POPE LEO XIV,Pope Leo XIV,243,M537x599S32b00484x483S15a19479x457S15a11504x458S28800524x480S28818472x479S36d00479x524S1dc01484x532S20500471x530S14400485x568S22114511x576
Portugal,,57,AS11e12S22b04S11e50S36d00M535x550S36d00479x451S11e12500x459S20500525x452S22b04515x487S11e50508x520
Prakrti,"material, matter",203,M549x524S18530505x495S18538472x497S21100481x479S21100505x477S26f06535x484S26f12451x483
Purusa,,230,M510x529S1ec26491x472S22b04491x499
Rajas,Passion,236,M538x550S36a00482x477S17b02487x533S21000469x527S26500520x528S18502523x497
Red Deer,,81,M540x587S33b00482x483S10000486x509S22a04488x543S10600483x561S14c20517x471S23a08510x511S20500507x474
retract boom,,155,M525x515S1f550501x500S1f558476x500S20610484x486
Rhode Island,US State,42,M521x515S11a20479x485S19220500x496
rice,,93,M542x549S34800482x483S11a00513x519S20600520x505
rights,,102,M530x519S15d3a498x481S15d40511x492S20e00496x503S2c700470x487
safe,,95,M556x534S20301474x496S20309505x496S37600488x511S20320541x498S20328444x499S2fc00492x466S2d810462x481S2d808492x481
Samsara,Saṃsāra,201,M528x525S10049477x491S10041489x495S20601473x482S29002501x476
Sanatana,,231,M542x522S15d48458x479S10041482x492S2980a498x490
Sao Paulo,,74,M545x518S14000516x473S30007482x483S20600505x472
Sarana,Shelter,234,M522x535S10018479x466S10010484x475S26601500x513S2fa00502x495
Saranagati,Surrender,217,M530x575S25500509x408S25510480x408S15a30509x435S15a30480x434S30104482x477S15a50517x527S15a50480x527S22a04517x560S22a14480x560
Sarjana,"Sarga, Creation",211,M542x523S18510503x478S18518470x477S2c500502x499S2c510459x499
sattva,Goodness,235,M508x521S1f502493x479S26500493x506
sign,,111,M526x537S14c40502x464S14c48475x473S2ea00508x498S2ea4c482x507S2fb04494x531
Sign Language,,86,AS14c40S2eb00S14c48S2eb44S2fc04M526x542S14c40502x458S14c48475x469S2eb00509x496S2eb44484x504S2fc04503x531
Sign of the Cross (Eastern),,120,M568x604S31200482x483S13f00522x486S20500495x543S36d00479x521S20500475x527S20500515x527S15a10500x577S15a18488x577S2410e529x527S22d04536x505S36d00479x559
Sign of the Cross (Western),,119,M568x597S31200482x483S15a01521x486S20500495x538S36d00479x521S20500475x527S20500515x527S15a10500x570S15a18488x570S24106529x525S22d04545x503
sinagoga,"sinagogê, reunir",139,M546x527S18010476x476S20500462x473S26506510x478S20310531x478S22b04529x497S2fb04455x510
sinagoga-época-Jesus-reunião,,140,M520x536S14c20497x491S20500484x503S2fb04480x530S2df06496x464
Small Sign of the Cross,,118,M562x614S31100482x483S23304514x470S33b10493x509S21100519x453S21100519x502S23304514x519S21100494x530S23304489x547S1f512547x473S15a10500x587S15a18488x587
South Carolina,US State,43,M520x510S16d20503x490S20320481x495
South Dakota,US State,44,M519x515S20320482x500S10120503x485
Sraddha,Faith,220,M520x524S15a37485x501S15a41480x495S20500510x507S22a04488x476
stop,,153,M524x518S2ff20476x483S15a52411x495S2d811410x464S2d811428x464
straight back diagonal plane,,249,
straight floor plane,,247,
straight forward diagonal plane,,248,
straight wall plane,,246,
swing boom,,148,M521x508S36d00479x493S1002e406x493
Tamas,Ignorance,237,M530x518S30000482x483S1ce10499x465S20500520x482
Tennessee,US State,45,M540x519S2f900529x480S14a20482x504S11920498x493S26507524x489S1fb20460x500
test,,61,M508x515S10000493x485
test,,82,
Texas,US State,46,M525x519S10620475x480S23c04502x492
the middle finger,,133,M508x515S1c600493x485
two-finger salute,,127,M540x518S30007482x483S11521513x481
Ukraine,Ukrainian,108,M561x542S10650540x516S20e00519x486S2ff00482x483S10621503x500S23f04530x485
Utah,US State,47,M543x530S30006482x483S11510521x500S22124521x492
V sign,,137,M508x515S10e20493x485
V: Nước Việt  (Việt Nam),E: Vietnam,2,M528x535S29a0c510x500S26506492x479S10e20513x466S11504471x478
Vaikuntha,,227,M543x578S15a1a490x456S14420496x422S2c700520x455S14c50499x496S14c58474x497S14c38473x547S14c30500x546S28914457x522S2890c526x519
Venezuela,,1,AS10e20S27106M517x522S10e20482x477S27106502x482
Vermont,US State,48,M508x535S10e20493x465S1fb20493x516S22a04494x499
Virginia,US State,49,M520x515S10e20479x485S1f720500x500
Visva,,228,M554x541S20321502x501S20321478x502S2880e514x527S28816470x529S22a07520x493S22a11468x490S14c20531x462S14c28447x460
Vulcan salute,,135,M510x514S16320490x487
wanker,,134,M520x518S17641492x483S23604481x501
want,,96,M518x581S15d02486x527S21100495x550S22a04495x566S30104482x477
Washington,US State,50,M545x524S36d00479x501S18702516x506S2b700523x476
waving,,136,M522x520S14c20499x484S23602479x481
week-SI,semana-SI,164,M543x509S1ef20457x492S26806493x493
West Virginia,US State,51,M540x515S1f720520x500S10e20502x485S26506481x498S18720460x486
Wisconsin,US State,52,M543x515S16d20526x495S19220481x496S20320505x500S18620457x485
woman,,109,M546x519S33010479x483S1d410517x489S20800515x509
world,,99,M550x548S14c20499x467S14c28480x467S28e0c521x492S2fc00493x453S14c30498x517S14c38480x517S28e14451x492
wrong-si,errado-si,161,M518x540S30004482x483S19a00487x506S20500489x529S2f900500x531
Wyoming,US State,53,M532x523S18620467x476S22a00517x508S19a20485x502S17620516x489S22a04494x489
Y in YMCA,,122,M575x531S30150495x477S36d00479x527S37903442x491S3790b519x491S15a17552x473S15a1f425x473S34400482x488
Zebulon,Zebulon-Filho-de-Jacó,138,M515x526S15d48485x499S1773e500x495S26520495x474
