dic_gloss,synonyms,sid,FSW
Baqqan,,610,M522x533S1ea40499x467S1ea48478x497S2eb20505x501
Baqra,Cow,765,M546x518S19a20518x479S30007482x483S20500509x473
baqra 1,cow 1,905,M569x518S2ff00482x483S20600516x483S19a20541x486
baqra 2,cow 2,82,M550x539S2ff00482x483S19a58449x487S19a50522x489S22e00532x521S22e10454x517
bar,bar,936,M555x540S10029463x460S10021504x461S2880c543x475S28814445x479S2b805514x507S1f740493x498
Baram (1),,611,M552x561S15a5a449x451S14c50522x438S29a0e517x479S15a5a447x534S14e52475x529S20e00464x513S26606513x533S21400461x556
Baram (1),,612,M552x561S15a5a449x451S14c50522x438S29a0e517x479S15a5a447x534S14e52475x529S20e00464x513S26606513x533S21400461x556
Barax (1),,613,M532x526S20356506x484S37906468x490S15042467x500S26606502x507S21100470x474
Barax (2),,614,M560x560S15d48439x441S22b04444x479S15d48509x492S15010535x496S22b04539x530
Bard,Cold,428,M565x566S2e230447x452S20314450x436S20310546x434S2e230544x449S37600486x543S14c07507x521S14c01465x519S21200537x521S21200434x522
Barman (Loran),,1404,M563x534S15d3a437x496S22b04544x504S1ed56544x471S1f700470x466S37800476x482S2df0b479x483S22b04500x481
barra,,937,M550x529S36d00479x525S15d01487x491S2d708511x471
Barrani_1 (Lrn),Foreigner,2314,M563x574S1ed47491x427S22a04489x463S10011502x496S10019468x505S20500490x500S15d01526x551S36d00479x566S2b700544x524
barri,bull,83,M530x518S2ff00482x483S20500494x487S1a020510x465
barri 2,bull 2,907,M546x532S2ff00482x483S19a58453x488S19a50518x487S22e00524x512S22e10457x514
Basal_1 (Do),Onion_1 (Do),1693,M535x565S31510482x483S10000491x505S22a04514x513S21100519x492S15336510x550
Basar,,615,M639x517S2ff00482x482S10a10524x484S2eb00545x479S15d40589x462S2ba00608x447
Baseball,,2761,M536x519S17416520x485S17404498x481S2d72c465x505
Basement (Loran),,1444,M528x519S37806472x486S15a56501x482S14720509x496S2c700480x490
Basket (Loran),,1683,M578x571S17442547x430S23600539x457S14c30423x498S14c38460x500S29c24442x534
Basketball,,2762,M536x547S14e50510x490S15a36500x535S23704464x503S2b700510x453
Basla,Onion,353,M519x585S2ff00482x482S20500502x494S10000492x508S21600511x517S22a04492x544S15336486x570
Bata,,617,M533x554S36f0c467x524S15d01482x531S20500478x512S30400497x478
Bata (Lrn),,1949,M601x561S23614504x544S14c09492x453S21100525x451S14c0a513x516S14c02563x497S23600562x535S36f04473x440
Bata_2 (Lrn),"Suffer, Pain, Ache",1876,M574x631S36f0c473x523S14c01471x537S20500489x530S30f00490x483S14c02512x580S14c0a478x595S23200548x573S23218444x592S2fc04510x620
battal,,618,M541x531S15344475x504S1534c526x506S28911460x470S28901506x471
Bawl,Bowl,356,M559x547S17f30507x498S17f38481x498S28907529x492S2891f449x491S2fb04494x541S17f40542x454S17f48441x454
Baxxa,,619,M523x540S30104481x477S36e00477x528
Baxxa (Lrn),,1942,M528x534S15d50509x467S15d58473x466S22b24491x504
Bazwar,,620,M542x608S30104482x477S15730516x536S15738461x536S22f04517x575S22f14456x577S2fb04491x602
Bazwar (Lrn),,1948,M540x626S11549469x535S11541485x528S20500467x522S20e00474x582S15d39471x603S26607518x570S15d51499x591S30c00482x490S30350497x476
BBQ,BBQ,774,M530x526S10e50515x496S10e58471x496S28720493x475
Bbraxxja_1 (Krl),"Brush, Groom",1950,M525x534S1f75a509x514S37806475x518S1f752481x478S28806503x483S28806503x467S20e00479x500S20e00495x500
Bbraxxja_Xaghar_1 (Krl),"Brush Hair, Hairbrush",1951,M553x538S36b00482x482S1f752531x482S28806528x511S28806531x526
Bbrejkja_1 (Krl),"Brake, Car Brakes",1952,M538x553S1f702504x447S1f70a462x464S22a00525x460S22a14464x492S1f720484x538S26a00509x539
Bbumbardja_1 (Krl),,1953,M531x535S19a51494x466S26502516x465S1005e475x500S22f13470x514
Bdot (Loran),Pilot (Loran),1405,M539x563S19a51501x437S28a0f461x439S1f540524x498S2fb04495x557S26d02515x525S26d12461x526S1f548472x497
Bean Bag (Loran),,1676,M560x573S14c40486x429S14c48453x428S28d0c494x470S28d14441x469S19a18475x527S19a10511x527S23805537x555S2381d464x557
Beautician (Loran),,1350,M545x578S32b00482x483S15d17522x512S15d1f455x514S21100469x504S21100519x502S2ea1c521x544S2ea0c464x541S2fc04500x567
bebbuxu,snail,84,M519x544S10e50504x502S1715a481x519S22510497x488S20800506x534S26620500x456
Beda (1),Start (1),621,M522x530S15a06477x486S15a40485x503S20e00485x470S2c600503x504
Beda (2),Start (2),622,M545x552S20320459x522S20320525x523S14c00454x449S14c08522x451S26500526x495S26510459x494S2f700492x545
Bedroom Ensuite_1 (Lrn),Kamra tas-Sodda Ensuite,2510,M544x524S10051514x417S10059469x416S2d613463x452S2d60b520x453S33100482x483S10012504x509S20f00506x493
Bedroom Spare (Loran),,1483,M603x613S10050420x511S10058392x510S27604422x551S27602416x584S2761a386x583S2761c379x551S20500408x495S30005482x483S15a19508x511S20800522x498S15a50552x515S15a50591x516
bejgħ,sale,871,M536x543S36d00479x457S15a05469x494S15a23503x482S2ea30521x495S2ea48459x510S2fb04493x537
Bejjiegh (Loran),Salesperson (Loran),1406,M659x546S2fc04556x535S23500571x511S18152563x492S23510515x511S1815a521x490S36d00479x477S1ed56640x454S22b04639x488
Beka (1),Cry (1),623,M548x564S30a00482x482S10a00519x514S20f00522x494S22f04516x550
Beka (2),Cry (2),624,M566x560S30a00482x482S1ce10521x477S1ce18458x477S2890b541x497S28913433x498S2fb04491x554
Bela,Swallow,625,M518x574S2ff00482x482S17736502x554S2b700493x525S17d52481x542
Belarus,,1116,M523x530S10049478x470S10041492x470S2d924478x508
Belgium,Belgju,1285,M537x542S2ff00482x483S15a10507x503S26607515x520
Bena (1),to Built (1),626,M544x555S20349484x534S20341491x511S20500479x522S21400507x533S21400505x468S20500480x457S20349482x466S20341490x445S28b00524x468S28b18456x494
Bena (2),to Built (2),627,M544x556S28b18456x496S28b00524x470S20500479x524S21400508x538S21400504x476S20500479x458S15a41494x510S15a49481x533S15a49478x471S15a41489x444
Benejj (Loran),Builder (Loran),1407,M582x580S36f00473x460S16c10562x420S16c18527x435S28a20564x453S15a41490x508S15a49480x547S20500489x530S20500496x569S28900509x537S28918469x499S20500501x497
Bennen,,629,M524x530S15d32495x474S15d3a476x470S26726477x502S26722482x514
Berbaq,,630,M514x521S1ea40486x480S26a00487x507
Berfel,,631,M551x544S2ff00482x482S14c11510x463S14c19462x466S2e701531x451S2e747446x455S2fd04487x538
berghut,flea,85,M551x593S35900482x483S11520516x469S22120527x474S37808472x536S10013500x518S15011495x566S20602477x537S21100477x575S23100525x570
Bermudas,,506,M555x571S36d00478x429S36d00480x471S1820c511x486S18204469x487S26506540x488S26512450x487S2fb04494x516S21100517x508S21100471x508S1820c512x533S21100519x557S26506539x533
Bermudas (Loran),,1484,M544x518S15a03425x434S15a05393x435S2890a450x424S28912365x426S30007482x483S15a12517x478S26500505x461S20500522x490
Bettieh,Melon,28,
Bexxaq,,632,M540x520S15d0a460x501S15d40521x480S2d601490x481S20500489x508
Beza',Afraid,633,M534x541S20310515x483S37901523x497S20318482x488S37901488x501S36e00477x460S26622440x482
Bezaq_1 (Krl),Spit,1955,M518x524S34500482x489S32115491x496S30155495x477
Bezlek,,634,M539x552S2ff00482x482S15d00503x506S15d08478x506S22104518x515S22104467x516S21100526x497S21100463x498S2fb04491x546
Bghat_1 (Lrn),"Send, Post, Email, Imejl",1875,M520x531S15a06481x508S15a50508x504S26600504x469
Biccer,,635,M540x523S20315460x489S15a40528x476S22f03513x502
biccerija,slaughter house,938,M593x552S15020441x487S36a00482x477S22a04447x523S15d53519x512S20b00499x522S1a320565x488S2e700578x527
Biccier (Loran),Slaughterer (Loran),1408,M545x554S1f740498x488S26500503x463S26500518x455S26500531x446S1a310491x522S29202456x540
biddel (1),change (1),218,M539x630S2ff00482x483S10031518x542S10039453x580S28a02476x542S28a1a478x578S2fb04493x624S10051440x546S10057518x581
biddel (2),change (2),37,M544x542S36d00479x458S20303484x490S20323493x490S2a204521x495S2a215457x498S2fb04491x536
biddel (3) (mohhu biddel),change (3) (change of mind),43,M616x522S30007436x482S10011476x492S20600463x474S2ff00529x483S2a204593x474S10e21569x490
biddel (4) (biddel hwejjeg),change (4) (change of clothes),46,M592x633S2ff00426x483S36d00423x522S14c02452x551S14c0a410x551S2360c450x582S2361c405x584S2fb04441x616S2ff00538x483S36d00536x522S1ea01564x543S1ea09525x552S2eb00573x574S2eb18532x582S2fd04549x627
Biddel_1 (Krl),Change,1777,M533x533S10040516x468S10048467x470S28b02471x512S28b1a489x513
Biddel_2 (Krl),Change_2 (Krl),1778,M529x541S10002499x460S1000a471x475S2ec00512x481S2ec10493x489S2fc04505x530
