dic_gloss,synonyms,sid,FSW
Carlotta,Carlotta_Fabian,141,M594x518S26502557x495S14c11524x487S20310579x493S31e00482x483S33e10492x505
D,,57,M533x548S35d00482x483S1da10517x519
Danimarkë,Denmark,140,M545x601S37a06497x599S11e02469x543S29a06505x548S37a06462x599S2ff00482x483S35d10495x502
Detyruar_shume,"much_obliged, thank_you",70,M560x584S36d00441x521S31400516x483S33f00443x482S10001452x554S10009426x554S21100443x534S28814409x539S2880c427x538S31430451x494S37100510x518S37150502x515S33e10526x505S15d02531x541S20500542x565S2f900542x578
dhjëtë,"10, ten",24,M579x567S36300421x483S35700452x483S34a00482x483S34a00543x483S35d00513x483S14c28464x536S14c20512x536
dre,"3, three",21,M553x565S35d00452x483S35d04482x483S34700512x483S11e20530x535
dy,"2, two",20,M538x567S10e20523x537S35d00467x483S34600497x483
dy,2,17,M545x558S10e20530x528S35d00468x483S34600497x483
dymbëdhjetë,,80,M549x516S14c28451x485S14c20486x485S10e20534x486
dyzetë,"40, forty",100,M525x516S14428475x485S17620509x499
E,,58,M538x550S34700482x483S1ed10512x531
e ndare,:,93,M562x587S35d04497x484S35d00438x483S15d48459x543S10e02481x554S20600479x576S34c00467x482S34700526x484
emër,name,39,M563x582S34a00438x483S33b00467x483S34700497x483S35d04527x483S15d39483x549S1ed50496x555S26a06546x555S20e00528x562
Europa,Europe,119,M593x579S34400407x484S34800437x483S35d04468x483S34400497x483S35000527x483S34c00557x482S14a20496x552S2e509518x552
F,,59,M539x551S36500482x483S1d210510x523
Francë,France,138,M542x596S36500468x483S35d04497x483S1ce20513x548S2df00502x529S2f700494x528S37906481x594S37906502x594
Fruta,Fruit,76,M655x639S36500422x483S35d04452x483S34600481x483S35d00512x483S34c00542x483S14c50511x523S14c58482x525S18515472x583S1851d514x582S28a0c540x537S28a14454x537S1851d590x585S18515547x585S23600599x612S23614541x610S26606625x623S26616564x622
gjashtëdhjetë,"60, sixty",102,M548x516S14c28452x484S1f520486x500S17620532x500
gjashtëmbëdhjetë,"16, sixteen",84,M571x516S14c20465x485S14c28429x484S14c28507x484S1f527549x493
gjastë,"six, 6",25,M547x564S35d04453x483S1f502518x540S34c00511x482S34500482x482S14c28480x533
Gjermani,germany,114,M523x550S37a06475x548S2ff00482x483S20500478x475S10010493x459
Greta,,42,M543x562S33e00482x483S31430489x494S1dd10515x483S20e00516x512S26a04509x527S37806489x560
hello,"Hello, përshëndetje",89,M566x554S30a00482x483S34010492x505S14c20524x505S27106551x514
Herr_Pieper,,43,M551x572S34000450x481S11e11478x463S26500489x449S35000515x485S1f420506x516S22114489x507S31430522x497S37706453x570S37706486x570S37706518x570S31430456x494
Herr_Wöhrmann,,41,M607x566S11e11481x481S26500490x464S30007444x483S31400444x483S34700444x483S33e10531x506S30007521x483S37906502x564S20310557x477S14c20584x471S2df00570x453S31430528x494S37906457x563S37906549x564
hm,,40,M559x563S14c37515x537S14c3f458x535S26506544x548S26512433x544S36e00477x520S30a00483x483S34110493x504
i lumtur,happy,63,M540x578S30a00482x483S34000482x483S20e00474x552S15d03517x526S20e00507x552S15d0b453x525S2ea00524x553S2ea10458x550
i ngjyre,colour,95,M592x563S1850f516x535S21100533x542S35d00409x482S22916548x540S18507483x536S35d04438x482S21100472x542S22912459x538S34600495x484S35700465x482S35d04524x484S34700556x484
i vdekur,dead,142,M532x531S2a208509x503S2a218469x503S15a50512x469S15a30472x469
i zemeruar,angry,108,M518x561S33100482x483S21800491x521S15000488x530
i_ vjetër,old,31,M581x590S34800419x483S36500456x483S35700485x483S34a00515x483S35d00545x483S14712488x576S20500496x562S20500497x546S20500497x532S36d00480x522S22b00512x538
indeks,,49,M562x541S26507540x506S35000482x483S10057515x511S32407482x483S2f900551x498
Itali,italy,115,M557x615S34800451x483S35d00483x483S34c00514x483S1ed27521x528S29a04542x557S37a06462x613S37a06507x613
jo,no,52,M525x590S30122482x476S10020510x531S35600482x489S27202485x550S31400482x489
ju,you,50,M540x559S30a00482x483S34010492x505S10050522x529S26500526x512
ju,you,51,M546x564S10050528x534S26500532x517S35700468x483S34600496x483
juaj,your,32,M529x565S35000482x483S15d20508x538S26500515x517S30c30489x489
katërmbëdhjetë,"14, fourteen",82,M558x516S14c20481x485S14c28442x484S14420536x484
Klodi,,129,M530x574S34c00482x483S31430489x494S1290f510x511S23403490x520S2f700479x541S37806459x571S37806498x572
Klodi,,37,M530x574S34c00482x483S31430489x494S1290f510x511S23403490x520S2f700479x541S37806459x571S37806498x572
Kompjuter,,143,M565x595S14c50519x564S14c58472x564S22520465x543S22520513x543S35d04436x482S33b00498x482S34400467x482S35000529x483
Kompjuter,computer,61,M557x589S14c50512x558S14c58468x557S22520464x541S22520507x541S35d04443x483S33b00495x483S34400469x483S35000521x483
Ku,Where,74,M559x566S14c37515x540S14c3f458x538S26506544x551S26512433x547S30c00483x489S34400483x489S36e00477x523S30122483x476
Ku,Where,75,M557x572S14c37513x546S14c3f456x544S26506542x557S26512431x553S36e00475x529S35d00467x483S34600497x483
kuqe,red,94,M548x576S34400483x482S10000487x513S22a04487x561S20e00488x546S35d04452x483S35d00512x482
Lepuri,rabbit,126,M561x518S22114436x486S30001482x483S30007482x483S11500516x467S11508467x466S22114535x480S35c10495x503
lexoj,read,128,M526x535S15a06475x466S10e50483x481S22f04487x521S26606496x508
Lumturi,,18,M551x575S31400482x483S2fd06517x487S2fd06519x496S2fd00499x483S2fd07502x479S2fd00485x480S2fd01478x482S2fd02476x492S2fd02480x496S2fd01477x478S2fd02478x482S2fd06515x497S34010492x505S1dc01528x501S29504519x526S37706474x573S37706503x573
makina,car,96,M593x582S2fb04487x576S23109503x554S2311b467x555S20303499x529S20301465x531S33b00407x481S34c00438x481S35d04467x483S34800496x483S35d00527x484S34c00557x484
mal,"x, times",92,M555x573S15d48472x537S10052492x541S34c00482x482S2c300529x542S33b00452x483S35c00512x483S21100496x559
Malvin,,45,M542x524S30000482x483S14e00517x493S20600518x482S33e10492x507S31430489x495
Marina,,130,M538x581S33b00482x483S31430490x496S10b10513x501S20500520x491S2f900518x486S22f00512x535S37806469x579S37806506x579
Më vjen keq,sorry,110,M511x520S1f701490x481S21100495x506
Më vjen keq,sorry,111,M511x520S1f701490x481S21100495x506
Meksikë,Mexico,136,M564x561S30007482x483S33b00482x483S10e11520x483S20500509x473S28107541x470S37a06487x559
mësues,teacher,30,M526x542S31400482x483S10c10505x504S33b10494x508S21100495x521S26a02476x515
minus,-,91,M579x568S33b00422x483S34800453x483S26506501x553S10050476x538S35d00483x482S36100543x482S34600514x482
mire,good,125,M562x594S33b00438x483S34800468x483S35d04497x482S34700526x482S1cd2e516x545S23102541x568
Mirupafshim,bye,72,M607x623S27102572x583S14c20570x538S33b00393x484S34800422x484S35d04452x483S34600482x483S35000512x483S34c00542x483S36500571x482
Ndihmë,help,127,M512x533S15a37489x510S1f702488x502S26620493x468
ndihmë,help,133,M515x527S15d39492x493S1f710486x495S22a20492x474S20500488x516
nëntë,"nine, 9",28,M562x568S35d00439x483S35d00497x483S34a00468x483S34a00526x483S14c28474x537S14420509x537
nëntëdhjetë,"90, ninety",105,M545x516S14c28456x485S14420489x485S17620529x500
nëntëmbëdhjetë,"19, nineteen",86,M571x516S14c20464x485S14c28429x485S14c28515x485S11e20548x486
Një,"1, one",23,M546x560S35d00455x483S35700482x483S34700510x482S10020530x530
njëmbëdhjetë,"11, eleven",79,M556x516S14c20486x485S14c28444x485S10020541x485
njëqind,"100, hundred",106,M532x526S10020468x475S17620495x490S17620516x490S26506516x512
njëzet,"20, twenty",87,M525x516S10e20475x485S17620509x500
njëzet e një,"21,  twenty-one",98,M525x516S10e28476x485S10028510x486
Pellumbi,,44,M540x564S33e00482x483S10a10510x501S20600518x488S31430489x493S37706488x562
për_mua,for_me,68,M547x601S15d31503x529S20500510x590S15d32498x567S35000454x482S26504502x552S34700482x482S35d04511x483
Përshëndetje,Hello,35,M560x554S31400482x483S33e00482x483S14c20520x498S27102545x514
pësë,"five, 5",29,M561x562S35000440x482S34a00468x482S36100497x482S34a00525x483S14c20538x531
pesëdhjetë,"50, fifty",101,M526x516S14c28475x485S17620510x499
pesëmbëdhjetë,"15, fiften",83,M558x516S14c20481x485S14c28442x485S14c20535x485
plus,+,90,M563x578S35000438x483S20500489x535S10010475x548S1001a459x554S37706472x554S35c00468x482S36100527x482S34600497x482
po,yes,109,M513x519S20320493x482S23004488x501
pse,"reason, why",64,M548x592S35000483x483S30a30489x490S18530523x539S18538463x542S36e00477x518S27102518x550S27116485x552
pune,work,118,M564x564S20600468x539S37806508x539S35000437x483S37806451x556S20302493x533S35d00498x483S20300485x549S34600467x483S34700528x483
qaj,cry,107,M542x548S22f04517x514S31400482x483S10008488x518S10000498x499S22f14461x519S20e00523x499S20e00468x505
qaj,cry,132,M548x564S23404511x550S23414460x550S31b00482x483S34300482x483S20e00518x533S20e00478x534S10001509x500S10009470x503
qesharak,funny,112,M543x549S12d00488x503S33100482x483S20600521x496S22114490x542
sa,"=, equals",78,M548x577S1f501526x535S36100469x483S34c00496x483S1f720491x538S2df0c513x556
Serbia,Serbia,137,M575x570S36100453x483S34700483x483S35d04512x483S30007512x483S1ed10548x473S20600553x498S37a06458x568S37a06496x568
Shenja FLORJAN,,1,M510x541S10000492x511S29700491x459
shijshëm,delicious,77,M518x581S35b00482x483S30a30488x490S14c02482x541S21100495x567
shtatë,"seven, 7",26,M576x569S34500425x482S35d00455x482S34a00485x482S35d00511x483S34a00540x483S14c28463x538S1dc20502x538
shtatëdhjetë,"70, seventy",103,M545x516S14c28455x484S1de20487x486S17620529x500
shtatëmbëdhjetë,"17, seventeen",85,M569x516S14c20465x485S14c28431x485S14c28517x485S1dc20545x486
shumohen,"x, multiply",97,M555x573S15d48472x537S10052492x541S34c00482x482S2c300529x542S33b00452x483S35c00512x483S21100496x559
shurdhër,deaf,62,M543x544S31400479x483S33f10486x503S33030511x493S10011522x497S20500472x514S20500522x486S10000482x514S22a03507x519
SignPuddle,,67,M534x568S10019476x443S10011502x433S2e704508x466S2e748482x476S20414512x509S2041c472x514S22a04514x524S22a14474x530S14d14504x543S14d1c467x550S2fd04489x536
sot,"heute, today",65,M564x581S34400481x483S10004531x536S22f04539x567S35d00512x483S36100452x483
Spanjë,Spain,135,M593x578S36d00483x527S34500408x483S35000437x483S34c00469x484S1ea10489x535S20500477x538S2ef02485x559S34700557x482S34800530x482S35d00499x483
Stefan,,88,M579x556S30007482x483S20310520x481S14c20556x465S2df00532x460S37a06491x554S37a06523x554
super,super,71,M559x555S1f501537x521S2ea06513x540S30a00482x482S34600482x482S36100451x482S35000513x483
Syt,"eye, Syti, eyes",60,M574x530S31430520x494S10001541x500S31430459x494S31430489x494S20600552x493S36100452x484S35d00512x482S34600482x483
Telefon,phone,134,M641x524S35d00395x482S34700424x483S35c00455x483S34700484x483S34400542x483S36500512x483S35d00570x483S19a02603x496S27108601x476
tëtë,"eight, 8",27,M563x568S35d00437x483S34a00467x483S34a00527x483S35d00497x483S14c28468x537S11e20513x538
tetëdhjetë,"80, eighty",104,M549x516S14c28451x485S11e20484x485S17620533x499
ti,you,123,M550x565S10050532x535S26500536x518S35d00467x483S34800498x483
Toka,Earth,131,M561x606S2a212452x549S2a20a526x551S35d00440x482S14c30501x575S14c50500x531S14c58472x531S14c38474x575S34400469x483S34c00525x482S35d04497x483
trembëdhjetë,"13, thirteen",81,M553x516S14c20488x485S14c28448x485S11e20530x485
tridhjetë,"30, thirty",99,M526x515S11e28475x485S17620510x498
une,i,122,M518x566S20500502x555S15d02490x532S33e00482x483S31430489x494
Unë,"unë, me, I, im, my",38,M518x564S34000482x483S31430490x496S15d02488x530S20500500x553
vajtoj,sad,53,M551x552S33702470x496S37702525x520S2ff00489x483S14c09483x492S37909476x510S36e00484x518S3770a476x522S37901529x512S21100527x486S31940510x495S22a05538x520S15d01512x502
Valerie,,36,M538x635S10e20498x545S15a06487x532S37b06483x633S23c04514x591S23c30505x580S37b06502x633S37b06522x633S31400482x483S34000482x483
xhaketë,jacket,124,M554x580S20500512x569S20500481x569S2a612479x540S36d00479x533S1f701533x527S1f709452x528S2a603512x542S33e00481x483
zemra,heart,69,M521x566S36d00479x524S31400480x483S33f00480x483S10001487x536S10009463x536S21100433x530S28814421x542S2880c444x543
