canonical_gloss,synonyms,sid,FSW
afrikans,,1917,M526x562S30004482x482S1f710489x517S1ce10504x532
aft,,2077,M518x531S33b00482x482S19200489x512
salajr,ag,971,M521x523S36d00479x478S17731502x503S17739486x503
agac,irit,501,M524x531S37604475x469S1bb41500x504
agh,,661,M531x526S36d00479x474S14c31502x499S14c39486x499S22520499x479S22520489x479
agl,,1724,M518x527S33100482x482S10610492x501
agrabl,,1214,M532x523S36d00479x478S19a30504x503S19a38484x503
agres,,1170,M524x533S36d00479x468S15450509x498S10008494x503
farm,"agrikultur, bien",238,M521x539S36d00479x462S1da50499x482S15a38499x512
ahh,,1775,M535x529S36d00479x471S19c02506x501S19c0a472x501
aparten,ajh,1589,M510x508S1f720490x493
ajmar,,1186,M532x552S30004482x482S1f710489x517S19a10504x532
ajn,,585,M539x535S36d00479x465S1f730519x520S1f738469x520
akademi,,770,M527x517S2ff00482x482S1f720507x452S1f728477x452
akan,,1192,M533x562S30004482x482S1f710489x517S14010504x532
akcept,,150,M542x535S36d00479x465S18230519x520S18238469x520S22104513x503S22104469x503
akcident,,1245,M536x523S36d00479x478S10002506x508S1000a472x508S21b00492x508S21b00478x508
akir,,2098,M529x524S36d00479x476S17731502x501S17739486x501S22105492x487S22103520x487S22101520x515S22107492x515S22105476x487S22103504x487S22101504x515S22107476x515
akompan,respublik,727,M529x520S36d00479x480S1f740509x505S1f748479x505
akr,,731,M521x529S36d00479x471S15a20469x481S1c500469x501
aksel,,22,M521x522S36d00479x478S1f712469x483S1dc12484x498
aktini,,1381,M554x523S36d00479x478S1f710522x488S16d10537x503
aktiv,,1592,M544x520S36d00479x480S1f510529x505S1f518459x505
aktor,gimnast,130,M546x512S36d00479x488S15d02519x493S15d0a469x493
aktual,,1165,M534x538S36d00479x463S1f704514x523S1f70c469x523
akurat,,1693,M524x531S37604476x469S1ce41501x504
akuz,,2279,M543x520S36d00479x480S1dc50519x490S1dc58469x490
akv,,1751,M518x546S30004482x482S18710489x517
negh,al,156,M535x520S36d00479x481S1da50519x491S1da58469x491
al,,1795,M512x515S1dc20488x485
al_en,,1711,M521x525S36d00479x475S1dc04494x495S15a0a489x510
alban,,1953,M525x560S30004482x482S20310489x517S1a510504x532
albani,,825,M538x534S36d00479x466S1f750499x489S1dc50514x504S1f758479x489S1dc50494x504
alfabet,,284,M514x521S1f720487x479S15a20502x494
alg,,61,M541x543S36d00479x457S14430519x512S14438469x512
algheri,,586,M537x534S36d00479x466S10150499x489S11e50514x504S10158479x489S11e50494x504
ali,paper,1292,M541x529S36d00479x472S15d40522x502
alianc,,522,M532x523S36d00479x478S10602506x508S1060a472x508
drink,"boj, kri, alkohol",415,M518x537S30004482x482S16d10489x517
almenau,,772,M521x537S36d00479x464S14c04489x494S15a4a484x524S22520486x524
almoz,,1998,M521x526S36d00479x474S1541e494x504S15a46489x514
alt,,768,M538x519S36d00479x482S15d50519x492S15d58469x492
salat,"alternativ, opci",758,M534x550S36d00479x450S10e1d509x520S10e15479x520
alumini,,598,M561x528S36d00479x473S1f710522x483S1dc10537x498
am,,396,M545x524S37600487x501S15d01522x476S15d09455x476
am_eg,,639,M544x524S37600488x501S1f701523x476S1f709456x476
amar,,295,M518x539S33b00482x482S11000489x512S21600490x492S21600498x492
amas,,2071,M559x533S36d00479x468S1f740529x503S20340544x518S1f748459x503S20348474x518
amator,,253,M533x539S37604467x462S1f741492x497S11a41507x512
ambasad,ambasador,1127,M521x510S36d00479x490S14a12469x495
ambau,,424,M537x520S36d00479x480S10e00522x490
ambici,,963,M549x519S36d00479x486S17700522x496S22105512x482S22103540x482S22101540x510S22107512x510
ambulanc,,80,M519x542S37606480x474S14c41490x479S22520487x459
amel,,451,M518x532S30004482x482S1f710489x517
americi,,1874,M557x525S36d00479x475S1f710522x485S18d10537x500
klin,amerik,860,M545x516S36d00479x491S18210522x501S22104516x484
amhar,,638,M524x557S30004482x482S1f710489x517S18d10504x532
amik,,206,M527x524S36d00479x476S15d41504x501S15d49484x501
amor,fik,1401,M524x528S36d00479x473S10e40509x498S10e48479x498
ampleks,,654,M559x538S36d00479x462S1f740529x497S10640544x512S1f748459x497S10648474x512
ampol,,74,M544x526S2ff00474x482S36d00483x522S1f710524x482
amuz,,2258,M518x517S33100482x482S1f710492x501
membr,an,30,M521x529S36d00479x471S1ec02497x506
analiz,,1212,M530x553S2ff00482x482S11011502x527S11019482x527S21600503x507S21600511x507S21600489x507S21600497x507
anas,,2106,M518x526S33100482x482S12920492x504
andor,,1243,M530x534S36d00479x466S1f750499x489S10150514x504S1f758479x489S10150494x504
angl,,373,M521x557S30004482x482S14a10489x517S11910504x532
angol,,392,M530x527S36d00479x473S1f750499x496S17650514x511S1f758479x496S17650494x511
angul,,697,M527x554S2ff00482x482S12d11502x527S12d19482x527
angvil,,2063,M535x529S36d00479x472S1f750499x495S19250514x510S1f758479x495S19250494x510
anim,,1839,M528x532S36d00479x469S14c02497x504S22522471x500
best,animal,926,M529x545S36d00479x455S10e04514x515S10e0c469x515
korelaci,ankau,94,M528x527S36d00479x474S14050499x497S14058479x497
ankr,,1473,M521x531S36d10479x470S1ea1c460x510
renom,"fam, unesk, anonc",510,M523x557S2ff00482x482S10011502x527S10019482x527S21b00501x513S21b00479x513
substitu,anstatau,44,M547x528S36d00479x473S16d40529x508S16d48459x508
ant,,279,M524x524S36d00479x477S15a1e497x512
antarkt,,1681,M535x533S36d00479x467S1f750499x490S1a550514x505S1f758479x490S1a550494x505
antau,,72,M523x528S37604476x472S1f541501x507
antau,,1267,M521x531S36d00479x469S1f51e469x509S15a48469x504
antigvobarbud,,1819,M529x534S36d00479x466S1f750499x489S10050514x504S1f758479x489S10050494x504
antimon,,694,M549x526S36d00479x474S20310522x484S15a10537x499
anus,,649,M521x528S36d10479x473S1f71c460x513
aparat,,142,M521x525S36d00479x475S1f702506x505S1f70a472x505
automobil,"aut, apart",387,M549x525S36d00479x475S1f740529x510S1f748459x510
apartament,,1215,M545x563S2ff00482x482S1f711502x527S1ea11517x542S1f719482x527S1ea19497x542
ring,apenau,744,M521x536S36d00479x464S1eb04489x494S15a4a484x524
apendic,,444,M521x543S36d00479x458S1f702497x523
aper,,1630,M548x522S36d00479x481S14c00522x491S22101513x478S22107539x478S22105539x504S22103513x504
fraz,apert,313,M551x533S36d00479x468S1ce40529x503S1ce48459x503
apetit,,614,M533x552S36d00479x449S1f702497x514S1ea02512x529
pur,"aplaud, laud",10,M521x531S36d00479x470S15d12474x485S14c38474x500
praktik,aplik,1026,M521x531S36d00479x469S1f71e469x509S15a48469x504
april,,305,M521x530S36d00479x470S15a20469x480S18e00469x500
aprob,,1394,M521x531S36d00479x470S11e12474x485S14c38474x500
apud,,2110,M524x520S36d00479x480S1f710504x505S1f718484x505
ar,,1920,M516x526S14c20487x495S22520484x475
arab,,126,M519x562S30004482x482S1f710489x517S11a10504x532
konkret,arane,952,M537x528S36d00479x473S15430522x503
shir,arangh,356,M521x519S36d00479x481S17750499x504S17758479x504
arb,,438,M547x526S2ff00474x482S36d00483x522S14c10524x482
arbust,,1826,M545x520S36d00479x480S11e10522x490
are,pov,791,M521x519S36d00479x481S1f750499x504S1f758479x504
argentin,,753,M529x534S36d00479x466S1f750499x489S11a50514x504S1f758479x489S11a50494x504
arghent,,747,M552x528S36d00479x473S1f710522x483S10010537x498
argon,,600,M552x528S36d00479x473S1f710522x483S11a10537x498
arm,,1662,M517x534S37606482x466S12d41492x471
arme,,2116,M524x520S36d00479x480S20340509x505S20348479x505
armen,,236,M532x552S30004482x482S1a010489x517S19a10504x532
armeni,,1882,M534x532S36d00479x469S1f750499x492S18d50514x507S1f758479x492S18d50494x507
vulp,"parfum, arom",622,M518x531S33100482x482S1ce10492x501
arsen,,665,M552x520S36d00479x480S1f710522x490S20310537x505
art,,144,M528x529S36d00479x471S14c1e497x506S22101488x520S22107514x520S22105514x546S22103488x546
arteri,,187,M521x539S36d00479x462S1f750499x482S15a38499x512
artikol,,2118,M521x531S36d00479x470S1f712474x485S1dc12489x500S14c38474x500
arub,,1932,M532x534S36d00479x467S1f750499x490S18750514x505S1f758479x490S18750494x505
asam,,1380,M519x547S30004482x482S1f710489x517S20310504x532
tus,asert,678,M518x532S30004482x482S20310489x517
asoci,,377,M525x524S36d00479x477S1f741504x502S1f749484x502
aspekt,jhur,505,M521x530S36d00479x470S15a20469x480S10e00469x500
astaten,,941,M560x523S36d00479x477S1f710522x487S1ea10537x502
at,barier,62,M534x519S36d00479x482S15a00522x492
atak,,1963,M536x533S36d00479x468S17750509x498S10008494x503S22105499x484S22103527x484S22101527x512S22107499x512
atend,,2079,M521x528S36d00479x473S10110504x498S10118484x498
atent,,1125,M542x516S36d00479x485S1ea50519x495S1ea58469x495
ating,,1407,M536x517S2ff00482x482S1f120507x452S1f128477x452S22104501x435S22100501x469S22104477x435S22100477x469
ato,,1551,M543x525S36d00479x476S19230522x506
kork,atom,1494,M546x525S36d00479x476S1eb30522x506
aud,,1746,M532x527S30006482x482S10010517x497
rekomend,august,25,M521x530S36d00479x470S15a20469x480S1ce00469x500
plant,"lanch, auror",221,M521x531S36d00479x470S14c00494x500S15a0a489x505S22101485x487S22107511x487S22105511x513S22103485x513
auskult,,993,M540x518S30006482x482S1ea10517x497
australi,,1022,M529x534S36d00479x466S1f750499x489S11550514x504S1f758479x489S11550494x504
austri,,1607,M537x530S36d00479x471S1f750499x494S1ea50514x509S1f758479x494S1ea50494x509
autentik,,790,M542x540S36d00479x461S1f702497x496S14002512x511
autobus,"lontan, bus",686,M524x517S2ff20476x482S16d10481x397S16d18481x437
automat,ni,588,M528x529S36d00479x471S14c02497x506
autor,,1263,M521x531S36d00479x470S1ec12474x485S14c38474x500
autoritat,instanc,1069,M524x527S36d00479x473S15d1e497x508
autun,partopren,551,M521x525S36d00479x475S18c04494x495S15a0a489x510
av,"av_ich, januar, talent",844,M521x523S36d00479x478S15a20469x488S1f500469x508
av_in,seren,837,M521x523S36d00479x477S15a20469x487S17600469x507
korespond,avantagh,843,M524x517S2ff20476x482S1f510481x397S1f518481x437
avar,,1511,M521x525S36d00479x475S15430504x500S15438484x500
projekci,aventur,29,M521x532S36d00479x468S14c20494x501S15a0a489x493S22101485x488S22107511x488S22105511x514S22103485x514
avert,,2204,M524x530S37604475x471S18741500x506
avi,,1885,M550x530S36d00479x471S19c50522x501
avid,nu,349,M534x540S36d00479x460S15430519x515S15438469x515
konsil,aviz,1132,M522x528S37604478x473S17741503x508
azen,obstin,650,M519x517S2ff00482x482S15a20507x452S15a28477x452
azerbajghan,,1540,M527x562S30004482x482S1f710489x517S11e10504x532
azerbajghan,,1655,M537x534S36d00479x466S1f750499x489S11e50514x504S1f758479x489S11e50494x504
azi,,1109,M521x513S36d00479x488S1f712469x493
b,,2283,M506x513S15a28494x486
babil,,1937,M519x527S33100482x482S17720492x504S22105482x490S22103510x490S22101510x518S22107482x518
bagatel,,862,M521x524S36d00479x477S17604494x497S15a0a489x512
bahamar,,1010,M529x527S36d00479x474S15a50499x497S20350514x512S15a58479x497S20350494x512
bala,,1332,M521x554S36d00479x447S1821c494x517S22104477x547
balbut,,486,M527x553S30004482x482S15a10489x517S1ea10504x532
baldau,,763,M512x510S1eb20488x491
en,"intern, balen",214,M521x524S36d00479x477S15a04494x497S15a0a489x512
neptun,"oaz, balot",496,M521x526S36d00479x474S1ce22484x504S17648469x509
bambar,,664,M524x557S30004482x482S15a10489x517S18d10504x532
ban,feri,988,M550x517S36d00479x484S14c02519x489S14c0a469x489S22522493x485S22522529x485
var,"banan, termometr",1452,M529x533S36d00479x468S17750509x498S10008494x503
bandagh,"bush, fuksin",217,M518x539S33b00482x482S15a00489x512
bangladesh,,1525,M530x534S36d00479x466S15a50499x489S10150514x504S15a58479x489S10150494x504
bank,,1208,M521x547S2ff00482x482S17711502x527S17719482x527
banked,,1991,M520x557S33b00482x482S15a00489x512S10100504x527
bapt,,733,M532x528S36d00479x472S15a04494x492S1ea04509x507S15a0a489x507
bar,,1977,M533x521S36d00479x479S15a02506x509S15a0a472x509
barb,vok,1434,M518x544S30004482x482S15a10489x517
barbad,,776,M538x529S36d00479x472S15a50499x495S1eb50514x510S15a58479x495S1eb50494x510
friz,barbir,476,M525x517S2ff00482x482S10e12495x462S22510492x442
barejn,,116,M534x534S36d00479x467S15a50499x490S1a050514x505S15a58479x490S1a050494x505
bari,,1827,M557x520S36d00479x480S15a10522x490S1f710537x505
bas,serv,232,M538x541S36d00479x460S15d30519x515S15d38469x515
bashkir,,535,M524x547S30004482x482S15a10489x517S1f710504x532
baston,,1087,M541x520S36d00479x480S1ce50519x490S1ce58469x490
bat,,1027,M529x533S36d00479x468S1f750509x498S10008494x503
batal,,1728,M536x527S36d00479x474S12d02506x504S12d0a472x504
rid,"saliv, bav",475,M518x543S33b00482x482S14c00489x512S22520486x492
baz,,2087,M521x536S36d00479x464S1f502477x512S15a38477x504
beb,,546,M521x526S36d00479x474S15a1e494x504S15a46489x514
bedaur,,912,M521x525S36d00479x475S20302497x510
bek,"elefant, serioz",106,M518x528S33100482x482S15a10492x501
deklar,bel,880,M518x548S30004482x482S14c10489x517S22101480x504S22107506x504S22105506x530S22103480x530
belau,,2094,M532x534S36d00479x467S18c50499x490S18750514x505S18c58479x490S18750494x505
belgi,,1793,M529x527S36d00479x474S15a50499x497S14a50514x512S15a58479x497S14a50494x512
beliz,,839,M537x534S36d00479x466S15a50499x489S11e50514x504S15a58479x489S11e50494x504
belorus,,342,M519x547S30004482x482S15a10489x517S14a10504x532
belorusi,,1455,M542x529S36d00479x471S15a50499x494S19a50514x509S15a58479x494S19a50494x509
bengal,,2203,M521x557S30004482x482S15a10489x517S11910504x532
benin,,2206,M534x532S36d00479x468S15a50499x491S1b050514x506S15a58479x491S1b050494x506
benk,sur,33,M527x524S36d00479x476S15a41504x501S15a49484x501
koit,"vinagr, benzin",662,M521x527S36d00479x473S1f522484x503S17648469x508
ber,,1969,M518x531S33b00482x482S1eb00489x512
beril,,168,M552x520S36d00479x480S15a10522x490S14a10537x505
berkeli,,736,M566x528S36d00479x473S15a10522x483S14010537x498
bermudar,,266,M534x532S36d00479x469S15a50499x492S18d50514x507S15a58479x492S18d50494x507
bezon,"tas, bier",540,M521x534S36d00479x467S16d02477x515S15a38477x507
bibliotek,,447,M548x526S36d00479x474S15d10529x499S15d18459x499
ge_frat,bicikl,1402,M522x521S36d00479x479S1ec50499x502S1ec58479x502
bifstek,,2190,M521x531S36d00479x470S15a12474x485S14012489x500S14c38474x500
bihar,,255,M524x561S30004482x482S15a10489x517S1a010504x532
bild,,1946,M521x525S36d00479x475S15a20469x485S16d00469x505
dur,"dificil, bilet",1076,M521x531S36d00479x470S10612474x485S14c38474x500
binokl,,337,M545x517S32a00482x482S17610529x496S17618455x496
bird,,1291,M521x528S33100482x482S1f120492x504S22104486x487S22100486x521
birm,,182,M532x552S30004482x482S18d10489x517S19a10504x532
biskvit,,127,M516x521S37602484x479S15a1e489x509
bislam,,1683,M525x551S30004482x482S15a10489x517S19210504x532
bizmut,,1361,M558x522S36d00479x478S15a10522x488S19210537x503
blank,,1824,M532x527S36a00482x477S10002502x512S21b00488x512
sakr,blasfem,460,M518x547S30004482x482S10010489x517S21b00488x503
blind,,658,M527x522S31400482x482S11500512x492S11508467x492
blok,obstrukci,1548,M521x529S36d00479x472S15a20469x482S15a00469x502
blov,,2274,M553x517S32a00482x482S14c02522x492S22101513x479S22107539x479S22105539x505S22103513x505
blu,chiel,690,M536x526S2ff00474x482S36d00483x522S15a10524x482
ge_edz,"bo, civit",559,M521x536S36d00479x464S1ec04489x494S15a4a484x524
boat,,60,M538x530S36d00479x471S1da40522x501
bocvan,,1355,M532x534S36d00479x467S15a50499x490S18750514x505S15a58479x490S18750494x505
bokmalnorveg,,1982,M518x559S30004482x482S11910489x517S15a10504x532
boks,reklam,1439,M524x517S2ff20476x482S20310481x397S20318481x437
mal_almenau,"bol, signif, senc",613,M521x531S36d00479x470S14c00489x500S15a4a484x485S22520486x508
bolivi,,1520,M530x527S36d00479x473S15a50499x496S17650514x511S15a58479x496S17650494x511
suker,bombon,184,M518x542S33b00482x482S11500489x512
bon,,1387,M544x520S36d00479x480S1ce10522x490
frand,bon_gust,644,M518x542S33b00482x482S1ce00489x512
bor,,1821,M553x527S36d00479x473S15a10522x483S1da10537x498
bord,,2187,M527x530S36d00479x471S1dc12497x506
bori,,879,M557x527S36d00479x473S15a10522x483S1a010537x498
bosn,,2075,M519x547S30004482x482S15a10489x517S20310504x532
bosniohercegovin,,1734,M534x527S36d00479x474S15a50499x497S1f750514x512S15a58479x497S1f750494x512
bot,,1608,M552x548S36d00479x452S15a04514x512S1ea04529x527S15a0c469x512S1ea0c484x527
botel,gras,1257,M522x523S36d00479x478S16d31502x503S16d39486x503
bov,,200,M522x517S2ff00482x482S10020507x452S10028477x452
bovl,,1438,M540x525S36d00479x475S16d30522x505
brajl,,334,M521x531S36d00479x470S14412474x485S14c38474x500
brak,,1237,M516x534S37606483x466S15a41493x471
branch,,1162,M545x526S2ff00474x482S36d00483x522S19210524x482
brasik,,1313,M518x517S2ff00482x482S18212495x462S22104489x445
brazil,,2002,M529x534S36d00479x466S15a50499x489S11a50514x504S15a58479x489S11a50494x504
brems,,1732,M549x527S36d00479x474S17750522x504S22105512x490S22103540x490S22101540x518S22107512x518
breton,,1986,M519x562S30004482x482S15a10489x517S11a10504x532
hel,bril,811,M529x517S31400482x482S16d00512x492S16d08467x492
britahindoceanateritori,,2057,M530x527S36d00479x473S19250499x496S17650514x511S19258479x496S17650494x511
briti,,2022,M526x533S36d00479x468S10050499x491S15a50514x506S10058479x491S15a50494x506
britvirgulininsular,,1008,M529x534S36d00479x466S10e50499x489S10050514x504S10e58479x489S10050494x504
brom,,1372,M552x528S36d00479x473S15a10522x483S11a10537x498
bros,,1537,M518x517S2ff00482x482S1ea12495x462
broshur,,1850,M534x535S36d00479x465S15a30504x490S11a30519x505S15a38484x490S11a38499x505
brov,,1959,M537x517S30000482x482S15a02492x457S10e02507x472
bru,,384,M532x522S30006482x482S15410517x497
brul,fajr,352,M533x528S36d00479x472S14c10504x497S14c18484x497S22520501x477S22520487x477
brun,,1094,M544x517S32a00482x482S12902522x492
brunej,,1065,M536x532S36d00479x468S15a50499x491S11950514x506S15a58479x491S11950494x506
brust,,179,M524x524S36d00479x477S15a02497x512
bughet,"kompani, firma",323,M521x525S36d00479x475S17702506x505S1770a472x505
sodomi,bugr,807,M521x528S36d10479x473S1f51c460x513
bulgar,,561,M519x562S30004482x482S15a10489x517S10010504x532
bulgari,,1327,M529x534S36d00479x466S15a50499x489S10050514x504S15a58479x489S10050494x504
bunt,,1181,M533x535S36a00482x477S14c02502x512S22101493x499S22107519x499S22105519x525S22103493x525
burkin,,2111,M536x534S36d00479x466S15a50499x489S1ce50514x504S15a58479x489S1ce50494x504
burund,,470,M535x529S36d00479x472S15a50499x495S19250514x510S15a58479x495S19250494x510
burund,,1730,M521x557S30004482x482S11a10489x517S11910504x532
butan,,270,M537x530S36d00479x471S15a50499x494S1ea50514x509S15a58479x494S1ea50494x509
print,"pres, buter",208,M521x531S36d00479x470S15a12474x485S14c38474x500
butik,,1299,M548x566S2ff00482x482S15a11502x527S14011517x542S15a19482x527S14019497x542
buton,chagren,875,M521x530S36d00479x471S12902497x506
buvetinsul,,1011,M529x534S36d00479x466S15a50499x489S10e50514x504S15a58479x489S10e50494x504
c,,2284,M510x508S16d26490x491
ced,las,261,M548x531S36d00479x469S15d40529x504S15d48459x504
cel,,333,M521x531S36d00479x470S1ce12474x485S14c38474x500
fest,celebr,306,M548x528S36d00479x473S10e10529x498S10e18459x498S22510526x478S22510462x478
celsius,"soif, strangol",534,M522x529S36a00482x477S16d02502x512
sci,cend,1780,M522x517S30000482x482S10002492x457
hekto,"lun, cent",402,M541x526S2ff00474x482S36d00483x522S16d10524x482
centi,libid,533,M521x545S36d00479x455S16d1c494x525
centi_metr,,1879,M533x533S36d00479x468S12950509x498S10008494x503
centr,,283,M534x527S36d00479x474S1c510504x499S1c518484x499
centraafrikarespublik,,1082,M536x534S36d00479x466S16d50499x489S1ce50514x504S16d58479x489S1ce50494x504
cep,"larm, plor",876,M541x523S31400482x482S14c00512x492S14c08467x492S22520509x472S22520470x472
cerb,,135,M518x517S2ff00482x482S16d12495x462
cereal,,2251,M521x531S36d00479x470S16d12474x485S14c38474x500
ceri,,1403,M552x520S36d00479x480S16d10522x490S14a10537x505
plug,"cert, fakt",423,M521x534S36d00479x467S1da02477x515S15a38477x507
spac,"cerv, kosm",514,M530x517S2ff00482x482S14c20507x452S14c28477x452
ceter,,171,M540x525S36d00479x475S16d40522x505
cezi,,2232,M552x520S36d00479x480S16d10522x490S20310537x505
ch,ĉ,2307,M512x511S12920488x489
chad,,1072,M530x534S36d00479x466S1ea50499x489S10150514x504S1ea58479x489S10150494x504
chambr,,1618,M541x526S36d00479x474S15a10529x499S15a18459x499
chamor,,254,M524x561S30004482x482S16d10489x517S1a010504x532
impost,chapel,621,M518x517S2ff00482x482S17712495x462
chapitr,,350,M528x524S36d00479x477S12930504x502S12938484x502
char,,813,M521x532S36d00479x468S1291e469x508S15a48469x503
charm,,1533,M545x524S37600487x501S1da01522x476S1da09455x476
charnir,,436,M523x522S37602491x477S1101e496x507S21600476x497S21600476x505
chas,,951,M524x517S2ff20476x482S12910481x397S12918481x437
che,,247,M546x526S36d00479x474S12950522x504
chechen,,1298,M519x547S30004482x482S16d10489x517S14a10504x532
chef,precip,316,M508x515S10020493x485
chehh,,1566,M519x547S30004482x482S16d10489x517S20310504x532
chehhi,,722,M537x534S36d00479x466S16d50499x489S11e50514x504S16d58479x489S11e50494x504
chemiz,,1804,M541x515S36d00479x486S12902519x491S1290a469x491
chen,,2244,M531x522S36d00479x478S1eb41504x503S1eb49484x503
cheriz,,1396,M511x513S11920490x487
cherp,,488,M521x529S36d00479x472S18204494x492S15a0a489x507S22104477x522
ches,,1014,M527x552S2ff00482x482S1c311502x527S1c319482x527S22104496x510S22100496x544S22104482x510S22100482x544
cheval,,1469,M524x533S36d00479x468S10e50509x498S10008494x503
chi,,628,M530x545S36d00479x455S10104514x515S1010c469x515
chi,,1297,M545x521S36d00479x480S14c10522x490
chial,,1624,M528x529S36d00479x471S14c12497x506
chiam,,143,M526x531S37604475x469S14c41500x504
chie,,1617,M543x543S36d00479x457S14c30519x512S14c38469x512
orkestr,chiel,37,M533x528S36d00479x472S14c40509x497S14c48479x497
chies,,990,M546x524S37600485x501S14c01520x476S14c09453x476
chili,,1445,M538x534S36d00479x466S16d50499x489S1dc50514x504S16d58479x489S1dc50494x504
chin,,67,M524x561S30004482x482S11e10489x517S1a010504x532
chini,,1102,M536x532S36d00479x468S16d50499x491S11950514x506S16d58479x491S11950494x506
grand,chiom,1532,M553x533S36d00479x467S14c40529x502S14c48459x502
chip,mov,1811,M529x520S36d00479x480S17740509x505S17748479x505
chirkau,,634,M552x529S36d00479x471S1c550522x501
chiu,,1305,M546x531S36d00479x470S14c40522x500
chokolad,,1911,M521x527S36d00479x473S12922484x503S17648469x508
chu,,852,M553x529S36d00479x472S12940529x507S12948459x507
chur,,1218,M521x550S36d00479x450S1001c494x520S21b00500x582
chuvash,,757,M519x562S30004482x482S16d10489x517S10e10504x532
ci,vi,587,M537x530S36d00479x470S10050522x500
cian,dum,1421,M524x529S37604476x471S15a41501x506
cic_um,cic,421,M518x536S30004482x482S1ec10489x517
cifer,,1391,M523x532S36d00479x476S1f108494x486S14c00466x501S22104488x469S22100488x503
humid,"postul, cigar, ordon",87,M518x532S30004482x482S17710489x517
fum,cigared,311,M518x539S30004482x482S12910489x517
cirk,,2081,M521x534S36d00479x467S17602477x515S15a38477x507
korekt,"krajon, cirkel",550,M521x531S36d00479x470S14012474x485S14c38474x500
cirkl,"rond, pot",233,M521x526S36d00479x475S10022484x505S17648469x510
cirkonstanc,,2246,M533x533S36d00479x468S14c50509x498S10008494x503
cis,,2276,M521x531S36d00479x469S2031e469x509S15a48469x504
cit,,407,M546x526S36d00479x474S11010529x499S11018459x499S21600530x479S21600538x479S21600466x479S21600474x479
citron,flav,1447,M549x519S36d00479x486S17710522x496S22105512x482S22103540x482S22101540x510S22107512x510
civil,,503,M549x510S36d00479x490S11502519x495S1150a469x495
cong,,437,M519x547S30004482x482S1ea10489x517S20310504x532
cunam,,836,M546x562S2ff00482x482S16d11502x527S18d11517x542S16d19482x527S18d19497x542
cvan,,2250,M521x557S30004482x482S1ea10489x517S11910504x532
d,,2285,M508x515S10120492x485
da,,2217,M511x513S10620490x487
damn,kalendar,1750,M521x530S36d00479x470S15a20469x480S14000469x500
dan,,1636,M524x547S30004482x482S10110489x517S1f710504x532
danc,,2030,M521x536S36d00479x464S19a04489x494S15a4a484x524
dangher,,1073,M521x524S36d00479x476S1f520494x509S15a0a489x501
dani,,728,M543x534S36d00479x466S10150499x489S14050514x504S10158479x489S14050494x504
dank,,775,M518x539S33b00482x482S15d00489x512
dat,,222,M521x527S36d00479x473S15a20469x483S1f100469x503S22104463x486S22100463x520
